County,County Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,Age Adjusted Rate Standard Error,% of Total Deaths
"Wibaux County, MT",30109,17,1093,Unreliable,906.05,2490.27,377.23,Unreliable,361.18,1385.14,236.46,0.00%
"Yellowstone County, MT",30111,1510,158437,953.06,904.99,1001.13,24.53,763.86,724.37,803.35,20.15,0.06%
"Adams County, NE",31001,311,31684,981.57,872.48,1090.66,55.66,713.16,630.89,795.43,41.97,0.01%
"Antelope County, NE",31003,87,6329,1374.62,1101.02,1695.6,147.38,736.69,580.43,922.08,84.57,0.00%
"Arthur County, NE",31005,Suppressed,469,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"Banner County, NE",31007,Suppressed,798,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"Blaine County, NE",31009,Suppressed,484,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"Boone County, NE",31011,57,5332,1069.02,809.66,1385.04,141.59,570.47,420.62,756.36,82.34,0.00%
"Box Butte County, NE",31013,112,11194,1000.54,815.23,1185.84,94.54,715.81,576.85,854.77,70.9,0.00%
"Boyd County, NE",31015,41,1982,2068.62,1484.48,2806.31,323.06,927.86,616.55,1341.01,174.22,0.00%
"Brown County, NE",31017,37,2960,1250,880.11,1722.96,205.5,708.79,470.99,1024.41,133.63,0.00%
"Buffalo County, NE",31019,345,49383,698.62,624.9,772.34,37.61,635.45,566.54,704.35,35.15,0.01%
"Burt County, NE",31021,95,6546,1451.27,1174.16,1774.1,148.9,760.09,600.82,948.63,85.81,0.00%
"Butler County, NE",31023,103,8052,1279.19,1032.14,1526.23,126.04,764.83,608.27,921.39,79.88,0.00%
"Cass County, NE",31025,237,25767,919.78,802.68,1036.88,59.75,704.84,612.63,797.05,47.05,0.01%
"Cedar County, NE",31027,95,8671,1095.61,886.41,1339.32,112.41,610.25,483.89,759.51,68.25,0.00%
"Chase County, NE",31029,48,3937,1219.2,898.94,1616.48,175.98,705.06,503.7,960.1,111.34,0.00%
"Cherry County, NE",31031,61,5832,1045.95,800.07,1343.57,133.92,601.44,454.32,781.01,80.5,0.00%
"Cheyenne County, NE",31033,111,10051,1104.37,898.92,1309.82,104.82,784.39,630.26,938.53,78.64,0.00%
"Clay County, NE",31035,68,6163,1103.36,856.8,1398.77,133.8,678.08,518.68,871.03,86.55,0.00%
"Colfax County, NE",31037,83,10414,797,634.81,988.01,87.48,718.59,568.92,895.58,80.72,0.00%
"Cuming County, NE",31039,83,9016,920.59,733.24,1141.2,101.05,463.54,362.03,584.69,54.98,0.00%
"Custer County, NE",31041,119,10807,1101.14,903.29,1298.98,100.94,661.99,538.37,785.62,63.08,0.00%
"Dakota County, NE",31043,194,20465,947.96,814.56,1081.36,68.06,913.73,783.88,1043.57,66.25,0.01%
"Dawes County, NE",31045,104,8979,1158.26,935.65,1380.87,113.58,790.8,633.03,948.58,80.5,0.00%
"Dawson County, NE",31047,185,23640,782.57,669.8,895.34,57.54,654.06,557.35,750.76,49.34,0.01%
"Deuel County, NE",31049,24,1873,1281.37,821,1906.57,261.56,689.5,426.82,1053.98,150.7,0.00%
"Dixon County, NE",31051,63,5762,1093.37,840.18,1398.89,137.75,699.9,534.1,900.91,90.26,0.00%
"Dodge County, NE",31053,433,36757,1178.01,1067.05,1288.97,56.61,751.09,676.84,825.35,37.88,0.02%
"Douglas County, NE",31055,3940,554995,709.92,687.75,732.08,11.31,723.86,700.82,746.9,11.75,0.14%
"Dundy County, NE",31057,28,1831,1529.22,1016.15,2210.15,289,793.39,477.68,1238.98,179.8,0.00%
"Fillmore County, NE",31059,83,5720,1451.05,1155.75,1798.79,159.27,726.25,563.96,920.69,87.86,0.00%
"Franklin County, NE",31061,40,3014,1327.14,948.12,1807.19,209.84,779.33,517.86,1126.35,148.51,0.00%
"Frontier County, NE",31063,20,2621,763.07,466.1,1178.5,170.63,476.09,282.16,752.42,112.71,0.00%
"Furnas County, NE",31065,57,4787,1190.72,901.84,1542.73,157.72,637.74,473.34,840.78,89.93,0.00%
"Gage County, NE",31067,285,21799,1307.4,1155.61,1459.19,77.44,793.59,695.73,891.45,49.93,0.01%
"Garden County, NE",31069,30,1930,1554.4,1048.76,2219.01,283.79,670.34,429.5,997.41,135.63,0.00%
"Garfield County, NE",31071,39,2011,1939.33,1379.06,2651.13,310.54,817.55,555.49,1160.45,146.33,0.00%
"Gosper County, NE",31073,25,1971,1268.39,820.84,1872.4,253.68,841.89,533.68,1263.25,175.21,0.00%
"Grant County, NE",31075,Suppressed,641,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"Greeley County, NE",31077,27,2399,1125.47,741.7,1637.5,216.6,540,329.85,833.99,119.95,0.00%
"Hall County, NE",31079,567,61705,918.89,843.25,994.52,38.59,772.07,707.36,836.78,33.01,0.02%
"Hamilton County, NE",31081,72,9186,783.8,613.28,987.06,92.37,546.48,422.64,695.25,67.04,0.00%
"Harlan County, NE",31083,47,3473,1353.3,994.35,1799.6,197.4,804.79,572.29,1100.17,129.08,0.00%
"Hayes County, NE",31085,Suppressed,897,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"Hitchcock County, NE",31087,38,2825,1345.13,951.9,1846.3,218.21,793.18,542.53,1119.73,139.76,0.00%
"Holt County, NE",31089,127,10250,1239.02,1023.53,1454.52,109.95,653.65,534.03,773.27,61.03,0.00%
"Hooker County, NE",31091,18,708,Unreliable,1506.76,4018.04,599.24,Unreliable,468.8,1797.85,303.85,0.00%
"Howard County, NE",31093,74,6429,1151.03,903.82,1445.02,133.81,660.12,515.56,832.64,78.58,0.00%
"Jefferson County, NE",31095,96,7177,1337.61,1083.46,1633.44,136.52,740.02,588.56,918.56,81.77,0.00%
"Johnson County, NE",31097,72,5171,1392.38,1089.45,1753.47,164.09,990.93,764.78,1263.02,122.84,0.00%
"Kearney County, NE",31099,79,6552,1205.74,954.6,1502.71,135.66,794.59,619.42,1003.92,95.16,0.00%
"Keith County, NE",31101,103,8018,1284.61,1036.52,1532.7,126.58,773.15,616.11,930.19,80.12,0.00%
"Keya Paha County, NE",31103,Suppressed,791,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"Kimball County, NE",31105,51,3679,1386.25,1032.16,1822.66,194.11,741.72,546.89,983.42,106.89,0.00%
"Knox County, NE",31107,105,8571,1225.06,990.74,1459.39,119.55,683.05,537.19,828.92,74.42,0.00%
"Lancaster County, NE",31109,2171,309637,701.14,671.65,730.64,15.05,688.62,659.11,718.13,15.06,0.08%
"Lincoln County, NE",31111,375,35550,1054.85,948.09,1161.62,54.47,762.86,682.98,842.75,40.76,0.01%
"Logan County, NE",31113,Suppressed,772,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"Loup County, NE",31115,Suppressed,591,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"McPherson County, NE",31117,Suppressed,493,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"Madison County, NE",31119,378,35015,1079.54,970.71,1188.37,55.53,805.7,720.9,890.49,43.26,0.01%
"Merrick County, NE",31121,67,7828,855.9,663.32,1086.96,104.57,580.49,446.07,742.7,73.35,0.00%
"Morrill County, NE",31123,62,4787,1295.17,993,1660.35,164.49,813.22,620.57,1046.77,104.99,0.00%
"Nance County, NE",31125,39,3576,1090.6,775.53,1490.89,174.64,641.03,448.97,887.46,107.13,0.00%
"Nemaha County, NE",31127,78,6971,1118.92,884.46,1396.47,126.69,782.31,610.99,986.78,92.88,0.00%
"Nuckolls County, NE",31129,59,4265,1383.35,1053.08,1784.43,180.1,662.09,492.98,870.53,93.01,0.00%
"Otoe County, NE",31131,177,16081,1100.68,938.52,1262.83,82.73,655.12,551.73,758.52,52.75,0.01%
"Pawnee County, NE",31133,33,2652,1244.34,856.54,1747.52,216.61,523.89,353.47,747.88,96.31,0.00%
"Perkins County, NE",31135,34,2898,1173.22,812.49,1639.46,201.21,546.98,371.65,776.39,97.96,0.00%
"Phelps County, NE",31137,118,9266,1273.47,1043.7,1503.25,117.23,727.5,586.1,868.9,72.14,0.00%
"Pierce County, NE",31139,59,7159,824.14,627.37,1063.08,107.29,604.3,452.66,790.43,83.13,0.00%
"Platte County, NE",31141,274,32861,833.82,735.08,932.55,50.37,605.28,531.55,679.02,37.62,0.01%
"Polk County, NE",31143,59,5203,1133.96,863.23,1462.73,147.63,711.05,526.04,940.04,101.56,0.00%
"Red Willow County, NE",31145,149,10722,1389.67,1166.53,1612.8,113.85,876.59,725.25,1027.93,77.21,0.01%
"Richardson County, NE",31147,115,8060,1426.8,1166.02,1687.58,133.05,699.9,561.26,838.53,70.73,0.00%
"Rock County, NE",31149,29,1390,2086.33,1397.26,2996.33,387.42,1142.01,706.93,1745.68,249.33,0.00%
"Saline County, NE",31151,150,14331,1046.68,879.18,1214.19,85.46,814.47,680.05,948.89,68.58,0.01%
"Sarpy County, NE",31153,964,179023,538.48,504.49,572.47,17.34,622.79,582.83,662.75,20.39,0.04%
"Saunders County, NE",31155,227,21038,1079,938.63,1219.37,71.62,784.49,680.45,888.53,53.08,0.01%
"Scotts Bluff County, NE",31157,383,36422,1051.56,946.25,1156.88,53.73,749.67,671.47,827.86,39.9,0.01%
"Seward County, NE",31159,176,17284,1018.28,867.84,1168.72,76.76,733.26,621.02,845.5,57.26,0.01%
"Sheridan County, NE",31161,63,5234,1203.67,924.93,1540.01,151.65,618.03,464.29,806.4,83.91,0.00%
"Sherman County, NE",31163,38,3054,1244.27,880.52,1707.86,201.85,754.06,501.07,1089.83,143.28,0.00%
"Sioux County, NE",31165,10,1242,Unreliable,386.1,1480.71,254.61,Unreliable,181.99,697.92,120.98,0.00%
"Stanton County, NE",31167,37,5944,622.48,438.28,858,102.33,518.59,363.22,717.95,86.22,0.00%
"Thayer County, NE",31169,79,5101,1548.72,1226.13,1930.16,174.24,711.75,550.47,905.52,87.64,0.00%
"Thomas County, NE",31171,Suppressed,716,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"Thurston County, NE",31173,85,7127,1192.65,952.64,1474.73,129.36,1178.69,933.18,1469,132.75,0.00%
"Valley County, NE",31175,60,4184,1434.03,1094.33,1845.89,185.13,768.02,570.04,1012.54,108.47,0.00%
"Washington County, NE",31177,171,20603,829.98,705.58,954.38,63.47,644.65,545.91,743.4,50.38,0.01%
"Wayne County, NE",31179,66,9365,704.75,545.05,896.62,86.75,512.08,390.77,659.15,66.06,0.00%
"Webster County, NE",31181,63,3603,1748.54,1343.63,2237.14,220.3,1027.48,765.03,1350.96,144.54,0.00%
"Wheeler County, NE",31183,Suppressed,776,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"York County, NE",31185,188,13794,1362.91,1168.09,1557.74,99.4,874.12,742.33,1005.91,67.24,0.01%
"Churchill County, NV",32001,273,24198,1128.19,994.36,1262.02,68.28,877.54,770.96,984.12,54.38,0.01%
"Clark County, NV",32003,16079,2155664,745.9,734.37,757.42,5.88,733.87,722.32,745.43,5.89,0.59%
"Douglas County, NV",32005,452,48020,941.27,854.5,1028.05,44.27,553.55,498.45,608.65,28.11,0.02%
"Elko County, NV",32007,321,52168,615.32,548.01,682.63,34.34,753.52,667.29,839.75,44,0.01%
"Esmeralda County, NV",32009,16,790,Unreliable,1157.65,3288.99,506.33,Unreliable,621.73,1996.71,322.61,0.00%
"Eureka County, NV",32011,15,1917,Unreliable,437.94,1290.57,202.03,Unreliable,367.52,1127.9,179.89,0.00%
"Humboldt County, NV",32013,143,16842,849.07,709.9,988.23,71,932.91,772.32,1093.51,81.94,0.01%
"Lander County, NV",32015,47,5702,824.27,605.64,1096.11,120.23,779.31,566.24,1046.18,116.88,0.00%
"Lincoln County, NV",32017,68,5055,1345.2,1044.6,1705.37,163.13,983.85,754.31,1261.25,124.8,0.00%
"Lyon County, NV",32019,651,53179,1224.17,1130.13,1318.21,47.98,949.84,873.2,1026.48,39.1,0.02%
"Mineral County, NV",32021,80,4449,1798.16,1425.83,2237.97,201.04,1051.74,819.89,1328.82,125.51,0.00%
"Nye County, NV",32023,715,43423,1646.59,1525.9,1767.29,61.58,986.24,904.94,1067.55,41.48,0.03%
"Pershing County, NV",32027,51,6560,777.44,578.86,1022.19,108.86,699.27,517.33,924.47,100.15,0.00%
"Storey County, NV",32029,29,4051,715.87,479.43,1028.11,132.93,410.33,254,627.23,89.32,0.00%
"Washoe County, NV",32031,4066,453616,896.35,868.8,923.9,14.06,816.49,790.79,842.19,13.11,0.15%
"White Pine County, NV",32033,84,9682,867.59,692.02,1074.14,94.66,715.82,569.32,888.52,79.07,0.00%
"Carson City, NV",32510,812,54742,1483.32,1381.3,1585.35,52.05,1000.18,929.19,1071.17,36.22,0.03%
"Belknap County, NH",33001,731,60779,1202.72,1115.53,1289.91,44.48,813.41,751.47,875.36,31.6,0.03%
"Carroll County, NH",33003,559,47289,1182.09,1084.1,1280.09,50,696.07,633.08,759.06,32.14,0.02%
"Cheshire County, NH",33005,730,75774,963.39,893.5,1033.28,35.66,735.58,680.42,790.75,28.14,0.03%
"Coos County, NH",33007,458,32039,1429.51,1298.59,1560.43,66.8,893.49,806.98,979.99,44.13,0.02%
"Grafton County, NH",33009,826,88888,929.26,865.89,992.63,32.33,652.62,606.21,699.04,23.68,0.03%
"Hillsborough County, NH",33011,3388,407761,830.88,802.9,858.86,14.27,715.83,691.12,740.54,12.61,0.12%
"Merrimack County, NH",33013,1402,148582,943.59,894.19,992.98,25.2,713.83,675.22,752.45,19.7,0.05%
"Rockingham County, NH",33015,2523,303251,831.98,799.52,864.45,16.56,685.14,657.6,712.69,14.05,0.09%
"Strafford County, NH",33017,1132,127428,888.34,836.59,940.1,26.4,788.16,741.2,835.13,23.96,0.04%
"Sullivan County, NH",33019,454,43004,1055.72,958.6,1152.83,49.55,748.5,676.34,820.66,36.81,0.02%
"Atlantic County, NJ",34001,2787,270991,1028.45,990.26,1066.63,19.48,815.65,784.64,846.66,15.82,0.10%
"Bergen County, NJ",34003,7146,939151,760.9,743.26,778.54,9,556.48,543.26,569.7,6.74,0.26%
"Burlington County, NJ",34005,4199,449284,934.6,906.33,962.87,14.42,729.04,706.48,751.6,11.51,0.15%
"Camden County, NJ",34007,4700,510150,921.3,894.96,947.64,13.44,783.5,760.59,806.4,11.69,0.17%
"Cape May County, NJ",34009,1274,94430,1349.15,1275.06,1423.23,37.8,798.33,751.34,845.32,23.97,0.05%
"Cumberland County, NJ",34011,1533,153797,996.77,946.87,1046.67,25.46,881.02,836.31,925.73,22.81,0.06%
"Essex County, NJ",34013,5963,796914,748.26,729.27,767.25,9.69,703.45,685.28,721.62,9.27,0.22%
"Gloucester County, NJ",34015,2641,292330,903.43,868.97,937.89,17.58,788.91,758.23,819.59,15.65,0.10%
"Hudson County, NJ",34017,3713,677983,547.65,530.04,565.27,8.99,605.75,585.99,625.51,10.08,0.14%
"Hunterdon County, NJ",34019,918,124676,736.31,688.68,783.94,24.3,563.44,525.44,601.43,19.39,0.03%
"Mercer County, NJ",34021,2925,371023,788.36,759.79,816.93,14.58,670.83,645.99,695.67,12.67,0.11%
"Middlesex County, NJ",34023,5971,837073,713.32,695.23,731.41,9.23,625.3,609.19,641.41,8.22,0.22%
"Monmouth County, NJ",34025,5450,625846,870.82,847.7,893.94,11.8,661.56,643.43,679.69,9.25,0.20%
"Morris County, NJ",34027,3767,498423,755.78,731.65,779.92,12.31,571.93,553.16,590.71,9.58,0.14%
"Ocean County, NJ",34029,7272,592497,1227.35,1199.14,1255.56,14.39,747.68,729.46,765.9,9.3,0.26%
"Passaic County, NJ",34031,3643,507945,717.2,693.91,740.49,11.88,650.07,628.64,671.5,10.93,0.13%
"Salem County, NJ",34033,769,63436,1212.25,1126.56,1297.93,43.71,879.75,815.16,944.35,32.96,0.03%
"Somerset County, NJ",34035,2325,333751,696.63,668.31,724.94,14.45,566.16,542.6,589.72,12.02,0.08%
"Sussex County, NJ",34037,1218,142522,854.6,806.61,902.6,24.49,720.28,678.45,762.1,21.34,0.04%
"Union County, NJ",34039,3949,555630,710.72,688.56,732.89,11.31,627.63,607.64,647.62,10.2,0.14%
"Warren County, NJ",34041,992,106617,930.43,872.53,988.33,29.54,707.24,661.61,752.86,23.28,0.04%
"Bernalillo County, NM",35001,5669,676953,837.43,815.63,859.23,11.12,732.2,712.8,751.61,9.9,0.21%
"Catron County, NM",35003,38,3508,1083.24,766.56,1486.83,175.72,547.63,350.88,814.82,111.66,0.00%
"Chaves County, NM",35005,693,65282,1061.55,982.51,1140.59,40.32,917.44,847.82,987.06,35.52,0.03%
"Cibola County, NM",35006,258,27487,938.63,824.09,1053.16,58.44,881.24,771.77,990.7,55.85,0.01%
"Colfax County, NM",35007,168,12253,1371.09,1163.76,1578.43,105.78,895.59,745.28,1045.91,76.69,0.01%
"Curry County, NM",35009,406,50280,807.48,728.93,886.02,40.07,861.09,776.41,945.77,43.2,0.01%
"DeBaca County, NM",35011,24,1793,1338.54,857.63,1991.64,273.23,786.75,498.73,1180.5,164.4,0.00%
"Dona Ana County, NM",35013,1525,214207,711.93,676.2,747.66,18.23,646.23,613.23,679.23,16.84,0.06%
"Eddy County, NM",35015,557,57621,966.66,886.38,1046.94,40.96,880.37,806.01,954.73,37.94,0.02%
"Grant County, NM",35017,338,28280,1195.19,1067.77,1322.61,65.01,721.33,636.56,806.11,43.25,0.01%
"Guadalupe County, NM",35019,41,4376,936.93,672.36,1271.05,146.32,669.87,474.04,919.45,109.34,0.00%
"Harding County, NM",35021,Suppressed,665,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
"Hidalgo County, NM",35023,49,4302,1139.01,842.65,1505.82,162.72,728.59,535.34,968.87,106.08,0.00%
"Lea County, NM",35025,533,69749,764.17,699.29,829.04,33.1,860.78,786.83,934.72,37.73,0.02%
"Lincoln County, NM",35027,219,19429,1127.18,977.89,1276.47,76.17,740.17,628.33,852.02,57.06,0.01%
"Los Alamos County, NM",35028,139,18147,765.97,638.63,893.31,64.97,547.75,453.63,641.87,48.02,0.01%
"Luna County, NM",35029,303,24450,1239.26,1099.72,1378.8,71.19,879.83,775.83,983.83,53.06,0.01%
"McKinley County, NM",35031,668,74923,891.58,823.97,959.19,34.5,1011.43,933.52,1089.34,39.75,0.02%
"Mora County, NM",35033,45,4504,999.11,728.76,1336.89,148.94,679.47,478.41,936.56,111.68,0.00%
"Otero County, NM",35035,640,65410,978.44,902.64,1054.25,38.68,822.74,757.49,888,33.29,0.02%
"Quay County, NM",35037,122,8365,1458.46,1199.65,1717.26,132.04,977.79,789.95,1165.63,95.84,0.00%
"Rio Arriba County, NM",35039,421,40040,1051.45,951.01,1151.89,51.24,899,810.04,987.96,45.39,0.02%
"Roosevelt County, NM",35041,147,19082,770.36,645.82,894.89,63.54,747.2,624.95,869.44,62.37,0.01%
"Sandoval County, NM",35043,1092,142025,768.88,723.27,814.48,23.27,677.94,636.73,719.15,21.03,0.04%
"San Juan County, NM",35045,1061,115079,921.98,866.5,977.45,28.3,839,787.58,890.43,26.24,0.04%
"San Miguel County, NM",35047,306,27760,1102.31,978.8,1225.81,63.01,852.64,751.99,953.29,51.35,0.01%
"Santa Fe County, NM",35049,1232,148651,828.79,782.51,875.07,23.61,605.08,569.42,640.73,18.19,0.04%
"Sierra County, NM",35051,272,11191,2430.52,2141.68,2719.37,147.37,1130.44,971.32,1289.56,81.18,0.01%
"Socorro County, NM",35053,201,17027,1180.48,1017.28,1343.68,83.26,975.73,835.86,1115.61,71.37,0.01%
"Taos County, NM",35055,307,33065,928.47,824.61,1032.34,52.99,640.63,562.58,718.67,39.82,0.01%
"Torrance County, NM",35057,173,15302,1130.57,962.1,1299.04,85.96,869.53,733.38,1005.68,69.46,0.01%
"Union County, NM",35059,38,4183,908.44,642.87,1246.91,147.37,606.69,424.92,839.91,101.01,0.00%
"Valencia County, NM",35061,672,75626,888.58,821.4,955.77,34.28,789.56,728.29,850.82,31.26,0.02%
"Albany County, NY",36001,2706,308846,876.16,843.15,909.18,16.84,686.34,659.64,713.04,13.62,0.10%
"Allegany County, NY",36003,467,47077,991.99,902.02,1081.96,45.9,764.73,693.46,836.01,36.37,0.02%
"Bronx County, NY",36005,9670,1455720,664.28,651.04,677.52,6.76,688.64,674.75,702.53,7.09,0.35%
"Broome County, NY",36007,2051,195334,1050,1004.55,1095.44,23.18,744.55,710.56,778.54,17.34,0.07%
"Cattaraugus County, NY",36009,792,77677,1019.61,948.6,1090.62,36.23,769.19,714.22,824.16,28.05,0.03%
"Cayuga County, NY",36011,764,77861,981.24,911.66,1050.82,35.5,702.38,650.96,753.79,26.23,0.03%
"Chautauqua County, NY",36013,1566,129504,1209.23,1149.34,1269.12,30.56,847.13,803.43,890.82,22.29,0.06%
"Chemung County, NY",36015,942,86322,1091.26,1021.57,1160.95,35.56,788.83,736.92,840.74,26.48,0.03%
"Chenango County, NY",36017,599,48579,1233.04,1134.3,1331.79,50.38,852.54,782.12,922.97,35.93,0.02%
"Clinton County, NY",36019,710,81073,875.75,811.34,940.17,32.87,724.31,670.08,778.55,27.67,0.03%
"Columbia County, NY",36021,668,60989,1095.28,1012.22,1178.34,42.38,692,636.77,747.22,28.18,0.02%
"Cortland County, NY",36023,457,48070,950.7,863.53,1037.86,44.47,788.44,714.56,862.32,37.69,0.02%
"Delaware County, NY",36025,552,45523,1212.57,1111.42,1313.73,51.61,749.61,684.21,815.02,33.37,0.02%
"Dutchess County, NY",36027,2520,294473,855.77,822.35,889.18,17.05,664.05,637.57,690.53,13.51,0.09%
"Erie County, NY",36029,9804,921046,1064.44,1043.37,1085.51,10.75,786.81,770.72,802.9,8.21,0.36%
"Essex County, NY",36031,416,38102,1091.81,986.89,1196.73,53.53,657.3,591.52,723.07,33.56,0.02%
"Franklin County, NY",36033,455,50409,902.62,819.68,985.55,42.32,761.15,690.22,832.08,36.19,0.02%
"Fulton County, NY",36035,615,53828,1142.53,1052.23,1232.83,46.07,805.61,739.8,871.42,33.58,0.02%
"Genesee County, NY",36037,609,58482,1041.35,958.64,1124.05,42.2,743.88,682.65,805.12,31.24,0.02%
"Greene County, NY",36039,481,47508,1012.46,921.98,1102.94,46.16,695.94,631.16,760.72,33.05,0.02%
"Hamilton County, NY",36041,48,4542,1056.8,779.2,1401.16,152.54,563.58,411.08,754.11,84.11,0.00%
"Herkimer County, NY",36043,668,62613,1066.87,985.97,1147.78,41.28,731.98,674.01,789.96,29.58,0.02%
"Jefferson County, NY",36045,855,114006,749.96,699.69,800.23,25.65,736.62,686.51,786.74,25.57,0.03%
"Kings County, NY",36047,15940,2629150,606.28,596.87,615.69,4.8,590.57,581.28,599.86,4.74,0.58%
"Lewis County, NY",36049,249,26865,926.86,811.73,1041.98,58.74,690.23,601.99,778.47,45.02,0.01%
"Livingston County, NY",36051,540,64257,840.38,769.49,911.26,36.16,667.67,609.43,725.92,29.72,0.02%
"Madison County, NY",36053,625,71329,876.22,807.53,944.92,35.05,695.61,639.64,751.58,28.56,0.02%
"Monroe County, NY",36055,6617,747727,884.95,863.63,906.27,10.88,678.65,661.78,695.52,8.61,0.24%
"Montgomery County, NY",36057,580,49276,1177.04,1081.25,1272.84,48.87,804.1,735.08,873.13,35.22,0.02%
"Nassau County, NY",36059,11017,1361500,809.18,794.07,824.29,7.71,572.69,561.6,583.79,5.66,0.40%
"New York County, NY",36061,9916,1643734,603.26,591.39,615.13,6.06,505.83,495.71,515.94,5.16,0.36%
"Niagara County, NY",36063,2441,211758,1152.73,1107,1198.46,23.33,830.35,796.27,864.43,17.39,0.09%
"Oneida County, NY",36065,2507,231190,1084.39,1041.94,1126.84,21.66,758.52,727.63,789.4,15.76,0.09%
"Onondaga County, NY",36067,4441,466194,952.61,924.59,980.63,14.29,738.06,715.63,760.49,11.44,0.16%
"Ontario County, NY",36069,1107,109828,1007.94,948.56,1067.32,30.29,718.27,674.48,762.07,22.34,0.04%
"Orange County, NY",36071,2768,379210,729.94,702.75,757.13,13.87,700.87,674.3,727.44,13.56,0.10%
"Orleans County, NY",36073,424,41346,1025.49,927.88,1123.1,49.8,796.11,718.59,873.63,39.55,0.02%
"Oswego County, NY",36075,1068,118987,897.58,843.74,951.41,27.47,780.9,732.94,828.86,24.47,0.04%
"Otsego County, NY",36077,583,60097,970.1,891.35,1048.85,40.18,674.75,616.96,732.54,29.49,0.02%
"Putnam County, NY",36079,712,98900,719.92,667.04,772.8,26.98,595.09,550.19,639.99,22.91,0.03%
"Queens County, NY",36081,14482,2333054,620.73,610.62,630.84,5.16,537.52,528.64,546.4,4.53,0.53%
"Rensselaer County, NY",36083,1484,160070,927.09,879.92,974.26,24.07,758.25,718.77,797.73,20.14,0.05%
"Richmond County, NY",36085,3710,476015,779.39,754.31,804.47,12.8,662.38,640.69,684.08,11.07,0.14%
"Rockland County, NY",36087,2265,326780,693.13,664.58,721.67,14.56,565.63,541.85,589.41,12.13,0.08%
"St. Lawrence County, NY",36089,992,110038,901.51,845.41,957.61,28.62,736.8,690.05,783.55,23.85,0.04%
"Saratoga County, NY",36091,1876,227053,826.24,788.85,863.63,19.08,656.2,625.81,686.59,15.51,0.07%
"Schenectady County, NY",36093,1520,154553,983.48,934.04,1032.92,25.23,724.58,686.76,762.4,19.29,0.06%
"Schoharie County, NY",36095,282,31317,900.47,795.37,1005.57,53.62,667.76,587.43,748.1,40.99,0.01%
"Schuyler County, NY",36097,217,18099,1198.96,1039.44,1358.49,81.39,820.26,707.33,933.19,57.62,0.01%
"Seneca County, NY",36099,374,34777,1075.42,966.43,1184.42,55.61,803.98,719.69,888.26,43,0.01%
"Steuben County, NY",36101,1000,96940,1031.57,967.63,1095.5,32.62,752.05,703.92,800.19,24.56,0.04%
"Suffolk County, NY",36103,12467,1492583,835.26,820.6,849.93,7.48,666.39,654.43,678.36,6.1,0.45%
"Sullivan County, NY",36105,770,74801,1029.4,956.69,1102.11,37.1,828.53,768.27,888.8,30.75,0.03%
"Tioga County, NY",36107,487,48760,998.77,910.06,1087.48,45.26,727.72,661.18,794.26,33.95,0.02%
"Tompkins County, NY",36109,712,104871,678.93,629.06,728.8,25.44,682.51,630.92,734.11,26.32,0.03%
"Ulster County, NY",36111,1764,179225,984.24,938.31,1030.17,23.43,718.17,683.37,752.97,17.76,0.06%
"Warren County, NY",36113,699,64567,1082.6,1002.34,1162.85,40.95,711.75,656.69,766.81,28.09,0.03%
"Washington County, NY",36115,636,61800,1029.13,949.14,1109.11,40.81,767.22,705.77,828.67,31.35,0.02%
"Wayne County, NY",36117,896,90798,986.81,922.19,1051.42,32.97,762.17,710.96,813.39,26.13,0.03%
"Westchester County, NY",36119,7135,974542,732.14,715.15,749.13,8.67,536.92,524.06,549.77,6.56,0.26%
"Wyoming County, NY",36121,383,40791,938.93,844.9,1032.97,47.98,780.31,700.63,860,40.66,0.01%
"Yates County, NY",36123,257,24923,1031.18,905.1,1157.25,64.32,748.37,653.63,843.12,48.34,0.01%
"Alamance County, NC",37001,1639,159688,1026.38,976.69,1076.07,25.35,804.34,764.69,843.98,20.23,0.06%
