,State,County,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths,FIPS,Areaname,Land Area (Square Miles),Population per Square Mile
504,GA,Quitman,18,2335,Unreliable,Unreliable,0.00%,13239,"Quitman, GA",151.24,15.439037291721766
505,GA,Rabun,223,16559,1346.7,850.35,0.01%,13241,"Rabun, GA",369.99,44.75526365577448
506,GA,Randolph,93,7177,1295.81,811.35,0.00%,13243,"Randolph, GA",428.24,16.759293853913693
507,GA,Richmond,2031,201647,1007.21,986.79,0.07%,13245,"Richmond, GA",324.33,621.7340363210311
508,GA,Rockdale,706,89355,790.11,795.61,0.03%,13247,"Rockdale, GA",129.79,688.4582787579938
509,GA,Schley,30,5098,588.47,563.2,0.00%,13249,"Schley, GA",166.91,30.543406626325567
510,GA,Screven,143,14044,1018.23,798.44,0.01%,13251,"Screven, GA",645.1,21.77026817547667
511,GA,Seminole,148,8468,1747.76,1123.59,0.01%,13253,"Seminole, GA",235.23,35.998809675636615
512,GA,Spalding,759,64806,1171.19,995.94,0.03%,13255,"Spalding, GA",196.47,329.8518857840892
513,GA,Stephens,362,25751,1405.77,1147.68,0.01%,13257,"Stephens, GA",179.13,143.75593144643554
514,GA,Stewart,62,5705,1086.77,935.14,0.00%,13259,"Stewart, GA",458.73,12.4365094936019
515,GA,Sumter,373,30389,1227.42,1084.13,0.01%,13261,"Sumter, GA",482.7,62.95628754920241
516,GA,Talbot,80,6171,1296.39,857.89,0.00%,13263,"Talbot, GA",391.39,15.7668821380209
517,GA,Taliaferro,20,1593,1255.49,659.38,0.00%,13265,"Taliaferro, GA",194.61,8.185601973177123
518,GA,Tattnall,247,25092,984.38,1026.9,0.01%,13267,"Tattnall, GA",479.4,52.340425531914896
519,GA,Taylor,102,8232,1239.07,887.95,0.00%,13269,"Taylor, GA",376.69,21.853513499163768
520,GA,Telfair,158,15965,989.66,771.88,0.01%,13271,"Telfair, GA",437.3,36.50811799679853
521,GA,Terrell,102,8967,1137.5,833.75,0.00%,13273,"Terrell, GA",335.44,26.73205342237062
522,GA,Thomas,517,45248,1142.59,895.25,0.02%,13275,"Thomas, GA",544.6,83.08483290488431
523,GA,Tift,420,40828,1028.71,949.31,0.02%,13277,"Tift, GA",258.92,157.68577166692413
524,GA,Toombs,317,27196,1165.61,1002.76,0.01%,13279,"Toombs, GA",364.01,74.71223318040714
525,GA,Towns,194,11391,1703.1,860.21,0.01%,13281,"Towns, GA",166.56,68.38976945244957
526,GA,Treutlen,72,6637,1084.83,903.54,0.00%,13283,"Treutlen, GA",199.44,33.27817890092258
527,GA,Troup,725,70005,1035.64,958.01,0.03%,13285,"Troup, GA",413.99,169.09828739824633
528,GA,Turner,111,8030,1382.32,998.8,0.00%,13287,"Turner, GA",285.39,28.136935421703637
529,GA,Twiggs,105,8171,1285.03,1001.71,0.00%,13289,"Twiggs, GA",358.4,22.798549107142858
530,GA,Union,295,22928,1286.64,663.23,0.01%,13291,"Union, GA",321.93,71.22045165098002
531,GA,Upson,354,26335,1344.22,1028.41,0.01%,13293,"Upson, GA",323.44,81.4215928765768
532,GA,Walker,884,67896,1301.99,1048.69,0.03%,13295,"Walker, GA",446.38,152.1035888704691
533,GA,Walton,857,90184,950.28,875.54,0.03%,13297,"Walton, GA",325.68,276.90985015966595
534,GA,Ware,449,35738,1256.37,994.56,0.02%,13299,"Ware, GA",892.46,40.04437173654841
535,GA,Warren,79,5442,1451.67,1015.92,0.00%,13301,"Warren, GA",284.3,19.14175167077031
536,GA,Washington,253,20457,1236.74,983.41,0.01%,13303,"Washington, GA",678.45,30.152553614857393
537,GA,Wayne,354,30104,1175.92,1059.15,0.01%,13305,"Wayne, GA",641.78,46.90703979556858
538,GA,Webster,29,2599,1115.81,801.53,0.00%,13307,"Webster, GA",209.12,12.428270849273144
539,GA,Wheeler,57,7978,714.46,702.13,0.00%,13309,"Wheeler, GA",295.48,27.00013537295248
540,GA,White,268,28884,927.85,709.55,0.01%,13311,"White, GA",240.69,120.00498566620965
541,GA,Whitfield,848,104589,810.79,803.85,0.03%,13313,"Whitfield, GA",290.46,360.0805618673828
542,GA,Wilcox,106,8761,1209.91,1000.33,0.00%,13315,"Wilcox, GA",377.71,23.19504381668476
543,GA,Wilkes,143,9805,1458.44,936.54,0.01%,13317,"Wilkes, GA",469.49,20.884363884214785
544,GA,Wilkinson,140,9104,1537.79,1113.12,0.01%,13319,"Wilkinson, GA",447.31,20.352775480092106
545,GA,Worth,220,20748,1060.34,856.7,0.01%,13321,"Worth, GA",570.7,36.35535307517084
546,HI,Hawaii,1705,198449,859.16,642.95,0.06%,15001,"Hawaii, HI",4028.42,49.262241772208455
547,HI,Honolulu,7577,992605,763.34,564.95,0.28%,15003,"Honolulu, HI",600.74,1652.303825282152
548,HI,Kalawao,Suppressed,88,Suppressed,Suppressed,Suppressed,15005,"Kalawao, HI",11.99,7.339449541284403
549,HI,Kauai,555,72029,770.52,582.64,0.02%,15007,"Kauai, HI",619.96,116.1833021485257
550,HI,Maui,1076,165386,650.6,526.58,0.04%,15009,"Maui, HI",1161.52,142.38756112679937
551,IA,Adair,105,7092,1480.54,753.92,0.00%,19001,"Adair, IA",569.27,12.45806032286964
552,IA,Adams,47,3693,1272.68,858.88,0.00%,19003,"Adams, IA",423.44,8.721424522954846
553,IA,Allamakee,152,13884,1094.79,652.65,0.01%,19005,"Allamakee, IA",639.08,21.724979658258746
554,IA,Appanoose,156,12462,1251.81,763.87,0.01%,19007,"Appanoose, IA",497.29,25.05982424742102
555,IA,Audubon,95,5678,1673.12,931.82,0.00%,19009,"Audubon, IA",442.96,12.818313165974354
556,IA,Benton,223,25699,867.74,624.67,0.01%,19011,"Benton, IA",716.27,35.87892833707959
557,IA,Black Hawk,1240,132904,933,768.65,0.05%,19013,"Black Hawk, IA",565.77,234.9081782349718
558,IA,Boone,299,26532,1126.94,803.21,0.01%,19015,"Boone, IA",571.57,46.419511170985174
559,IA,Bremer,218,24798,879.1,588.84,0.01%,19017,"Bremer, IA",435.48,56.944061724993105
560,IA,Buchanan,196,20992,933.69,713.64,0.01%,19019,"Buchanan, IA",571.02,36.76228503379917
561,IA,Buena Vista,192,20332,944.32,664.4,0.01%,19021,"Buena Vista, IA",574.92,35.36492033674251
562,IA,Butler,190,14791,1284.56,739.7,0.01%,19023,"Butler, IA",580.13,25.496009515108682
563,IA,Calhoun,144,9846,1462.52,823.38,0.01%,19025,"Calhoun, IA",569.97,17.274593399652613
564,IA,Carroll,230,20437,1125.41,681.6,0.01%,19027,"Carroll, IA",569.44,35.88964596796853
565,IA,Cass,191,13157,1451.7,827.34,0.01%,19029,"Cass, IA",564.27,23.316851861697415
566,IA,Cedar,199,18454,1078.36,692.82,0.01%,19031,"Cedar, IA",579.44,31.847991163882366
567,IA,Cerro Gordo,539,43070,1251.45,780.18,0.02%,19033,"Cerro Gordo, IA",568.31,75.78610265524098
568,IA,Cherokee,175,11508,1520.68,758.93,0.01%,19035,"Cherokee, IA",576.91,19.947652146781994
569,IA,Chickasaw,136,12023,1131.17,719.67,0.00%,19037,"Chickasaw, IA",504.38,23.83718624846346
570,IA,Clarke,110,9309,1181.65,842.71,0.00%,19039,"Clarke, IA",431.17,21.590092075051604
571,IA,Clay,170,16333,1040.84,605.76,0.01%,19041,"Clay, IA",567.24,28.793808617163812
572,IA,Clayton,193,17590,1097.21,636.48,0.01%,19043,"Clayton, IA",778.54,22.5935725845814
573,IA,Clinton,577,47309,1219.64,816.77,0.02%,19045,"Clinton, IA",694.92,68.07833995280032
574,IA,Crawford,165,16940,974.03,700.49,0.01%,19047,"Crawford, IA",714.19,23.719178369901567
575,IA,Dallas,487,84516,576.22,589.84,0.02%,19049,"Dallas, IA",588.45,143.6247769564109
576,IA,Davis,94,8860,1060.95,794.44,0.00%,19051,"Davis, IA",502.19,17.6427248650909
577,IA,Decatur,86,8141,1056.38,721.62,0.00%,19053,"Decatur, IA",531.88,15.30608407911559
578,IA,Delaware,170,17327,981.13,621.42,0.01%,19055,"Delaware, IA",577.76,29.989961229576295
579,IA,Des Moines,478,39739,1202.85,808.46,0.02%,19057,"Des Moines, IA",416.12,95.49889454964914
580,IA,Dickinson,190,17243,1101.9,579.02,0.01%,19059,"Dickinson, IA",380.61,45.303591602953155
581,IA,Dubuque,867,97003,893.79,660.77,0.03%,19061,"Dubuque, IA",608.31,159.46310269434994
582,IA,Emmet,121,9658,1252.85,714.8,0.00%,19063,"Emmet, IA",395.88,24.396281701525716
583,IA,Fayette,256,20054,1276.55,792.86,0.01%,19065,"Fayette, IA",730.81,27.44078488252761
584,IA,Floyd,170,15873,1071,624.19,0.01%,19067,"Floyd, IA",500.63,31.706050376525578
585,IA,Franklin,140,10170,1376.6,781.36,0.01%,19069,"Franklin, IA",581.97,17.475127583896075
586,IA,Fremont,86,6950,1237.41,788.22,0.00%,19071,"Fremont, IA",511.15,13.596791548469138
587,IA,Greene,138,9011,1531.46,888.75,0.01%,19073,"Greene, IA",569.57,15.820706849026458
588,IA,Grundy,144,12313,1169.5,681.9,0.01%,19075,"Grundy, IA",501.86,24.53473080141872
589,IA,Guthrie,97,10625,912.94,538.67,0.00%,19077,"Guthrie, IA",590.62,17.98957028207646
590,IA,Hamilton,168,15076,1114.35,679.83,0.01%,19079,"Hamilton, IA",576.75,26.139575205895103
591,IA,Hancock,118,10835,1089.06,654.33,0.00%,19081,"Hancock, IA",571.01,18.97514929685995
592,IA,Hardin,209,17226,1213.28,687.56,0.01%,19083,"Hardin, IA",569.31,30.257680349897246
593,IA,Harrison,171,14149,1208.57,753.06,0.01%,19085,"Harrison, IA",696.85,20.304226160579752
594,IA,Henry,215,19773,1087.34,740.57,0.01%,19087,"Henry, IA",434.33,45.525291828793776
595,IA,Howard,103,9332,1103.73,646.32,0.00%,19089,"Howard, IA",473.25,19.718964606444796
596,IA,Humboldt,112,9487,1180.56,717.61,0.00%,19091,"Humboldt, IA",434.35,21.84183262346034
597,IA,Ida,103,6985,1474.59,729.62,0.00%,19093,"Ida, IA",431.51,16.187342124168616
598,IA,Iowa,174,16311,1066.76,674.18,0.01%,19095,"Iowa, IA",586.46,27.812638543123143
599,IA,Jackson,187,19472,960.35,620.68,0.01%,19097,"Jackson, IA",636.04,30.614426765612226
600,IA,Jasper,363,36708,988.89,671.99,0.01%,19099,"Jasper, IA",730.42,50.256017086060076
601,IA,Jefferson,170,18090,939.75,662.25,0.01%,19101,"Jefferson, IA",435.51,41.53750774953503
602,IA,Johnson,786,146547,536.35,612.49,0.03%,19103,"Johnson, IA",614.04,238.66034786007427
603,IA,Jones,189,20439,924.7,605.85,0.01%,19105,"Jones, IA",575.62,35.50780028491018
604,IA,Keokuk,122,10119,1205.65,737.45,0.00%,19107,"Keokuk, IA",579.18,17.471252460375016
605,IA,Kossuth,174,15114,1151.25,564.11,0.01%,19109,"Kossuth, IA",972.72,15.537873180360226
606,IA,Lee,437,34615,1262.46,893.95,0.02%,19111,"Lee, IA",517.52,66.88630391095997
607,IA,Linn,1806,221661,814.76,699.95,0.07%,19113,"Linn, IA",716.88,309.2023769668564
608,IA,Louisa,109,11142,978.28,750.59,0.00%,19115,"Louisa, IA",401.77,27.732284640465938
609,IA,Lucas,111,8647,1283.68,749.9,0.00%,19117,"Lucas, IA",430.59,20.08174829884577
610,IA,Lyon,97,11754,825.25,546.63,0.00%,19119,"Lyon, IA",587.65,20.00170169318472
611,IA,Madison,157,15848,990.66,751.3,0.01%,19121,"Madison, IA",561.01,28.249050819058485
612,IA,Mahaska,253,22181,1140.62,784.7,0.01%,19123,"Mahaska, IA",570.86,38.85541113407841
613,IA,Marion,334,33189,1006.36,752.12,0.01%,19125,"Marion, IA",554.53,59.85068436333472
614,IA,Marshall,472,40312,1170.87,828.41,0.02%,19127,"Marshall, IA",572.5,70.41397379912664
615,IA,Mills,117,14972,781.46,619.8,0.00%,19129,"Mills, IA",437.44,34.22640819312363
616,IA,Mitchell,125,10763,1161.39,573.51,0.00%,19131,"Mitchell, IA",469.13,22.942467972630187
617,IA,Monona,143,8898,1607.1,813.39,0.01%,19133,"Monona, IA",694.07,12.820032561557191
618,IA,Monroe,117,7870,1486.66,1009.19,0.00%,19135,"Monroe, IA",433.72,18.14534722862676
619,IA,Montgomery,125,10225,1222.49,705.69,0.00%,19137,"Montgomery, IA",424.1,24.10987974534308
620,IA,Muscatine,418,42940,973.45,799,0.02%,19139,"Muscatine, IA",437.47,98.15530207785676
621,IA,O'Brien,199,14020,1419.4,759.31,0.01%,19141,"O'Brien, IA",573.04,24.466005863465032
622,IA,Osceola,86,6064,1418.21,853.11,0.00%,19143,"Osceola, IA",398.68,15.210193639008729
623,IA,Page,213,15391,1383.93,791.92,0.01%,19145,"Page, IA",534.94,28.771451003850895
624,IA,Palo Alto,116,9047,1282.19,673.57,0.00%,19147,"Palo Alto, IA",563.84,16.04533200908059
625,IA,Plymouth,241,25200,956.35,636.41,0.01%,19149,"Plymouth, IA",862.89,29.20418593331711
626,IA,Pocahontas,100,6886,1452.22,778.79,0.00%,19151,"Pocahontas, IA",577.24,11.929180236989813
627,IA,Polk,3489,474045,736.01,744.41,0.13%,19153,"Polk, IA",573.8,826.150226559777
628,IA,Pottawattamie,938,93582,1002.33,798.47,0.03%,19155,"Pottawattamie, IA",950.28,98.47834322515469
629,IA,Poweshiek,214,18533,1154.7,720.64,0.01%,19157,"Poweshiek, IA",584.93,31.684133144136908
630,IA,Ringgold,84,5068,1657.46,864.67,0.00%,19159,"Ringgold, IA",535.5,9.4640522875817
631,IA,Sac,132,9876,1336.57,706.66,0.00%,19161,"Sac, IA",575.01,17.175353472113528
632,IA,Scott,1516,172474,878.97,740.08,0.06%,19163,"Scott, IA",458.09,376.5067999738043
633,IA,Shelby,143,11800,1211.86,617.03,0.01%,19165,"Shelby, IA",590.78,19.973594231355158
634,IA,Sioux,262,34898,750.76,561.45,0.01%,19167,"Sioux, IA",768.33,45.42058750797183
635,IA,Story,551,97090,567.51,613.29,0.02%,19169,"Story, IA",572.82,169.49478021018817
636,IA,Tama,196,17319,1131.71,726.47,0.01%,19171,"Tama, IA",721.01,24.02047128333865
637,IA,Taylor,71,6216,1142.21,640.55,0.00%,19173,"Taylor, IA",531.9,11.686407219402144
638,IA,Union,151,12420,1215.78,815.74,0.01%,19175,"Union, IA",423.65,29.316652897438924
639,IA,Van Buren,98,7271,1347.82,898.01,0.00%,19177,"Van Buren, IA",484.79,14.998246663503785
640,IA,Wapello,392,34982,1120.58,832.31,0.01%,19179,"Wapello, IA",431.83,81.00873028738161
641,IA,Warren,421,49691,847.24,717.24,0.02%,19181,"Warren, IA",569.83,87.20320095467069
642,IA,Washington,242,22281,1086.13,708.48,0.01%,19183,"Washington, IA",568.84,39.16918641445749
643,IA,Wayne,78,6452,1208.93,768.49,0.00%,19185,"Wayne, IA",525.44,12.279232643118148
644,IA,Webster,435,36769,1183.06,860.36,0.02%,19187,"Webster, IA",715.62,51.38062099997205
645,IA,Winnebago,128,10631,1204.03,705.79,0.00%,19189,"Winnebago, IA",400.49,26.544982396564208
646,IA,Winneshiek,201,20561,977.58,610.15,0.01%,19191,"Winneshiek, IA",689.87,29.804166002290287
647,IA,Woodbury,928,102779,902.91,814.77,0.03%,19193,"Woodbury, IA",872.83,117.75374356976731
648,IA,Worth,103,7572,1360.27,924.81,0.00%,19195,"Worth, IA",400.12,18.92432270318904
649,IA,Wright,159,12779,1244.23,650.56,0.01%,19197,"Wright, IA",580.42,22.01681540953103
650,ID,Ada,2994,444028,674.28,655.89,0.11%,16001,"Ada, ID",1052.58,421.8472705162553
651,ID,Adams,40,3900,1025.64,631.15,0.00%,16003,"Adams, ID",1363.06,2.8612093378134493
652,ID,Bannock,716,84377,848.57,852.5,0.03%,16005,"Bannock, ID",1111.99,75.87927948992348
653,ID,Bear Lake,56,5945,941.97,685.57,0.00%,16007,"Bear Lake, ID",974.79,6.098749474245735
654,ID,Benewah,132,9092,1451.83,1059.62,0.00%,16009,"Benewah, ID",776.62,11.707141201617265
655,ID,Bingham,396,45201,876.09,869.19,0.01%,16011,"Bingham, ID",2093.98,21.586166056982396
656,ID,Blaine,107,21791,491.03,432.24,0.00%,16013,"Blaine, ID",2643.59,8.242957493408584
657,ID,Boise,54,7124,758,574.1,0.00%,16015,"Boise, ID",1899.24,3.7509740738400623
658,ID,Bonner,445,42536,1046.17,705.66,0.02%,16017,"Bonner, ID",1734.57,24.522504136471863
659,ID,Bonneville,875,112232,779.64,795.47,0.03%,16019,"Bonneville, ID",1866.08,60.14318785904142
660,ID,Boundary,112,11681,958.82,681.47,0.00%,16021,"Boundary, ID",1268.56,9.208078451157219
661,ID,Butte,25,2501,999.6,771.05,0.00%,16023,"Butte, ID",2231.67,1.1206854059964062
662,ID,Camas,Suppressed,1072,Suppressed,Suppressed,Suppressed,16025,"Camas, ID",1074.49,0.997682621522769
663,ID,Canyon,1498,211698,707.61,746.11,0.05%,16027,"Canyon, ID",587.37,360.41677307319065
664,ID,Caribou,63,6887,914.77,724.56,0.00%,16029,"Caribou, ID",1764.15,3.9038630501941443
665,ID,Cassia,185,23504,787.1,732.94,0.01%,16031,"Cassia, ID",2565.08,9.163067038844792
666,ID,Clark,Suppressed,860,Suppressed,Suppressed,Suppressed,16033,"Clark, ID",1764.19,0.48747583877020045
667,ID,Clearwater,116,8497,1365.19,873.78,0.00%,16035,"Clearwater, ID",2457.27,3.4579024690001505
668,ID,Custer,41,4096,1000.98,584.09,0.00%,16037,"Custer, ID",4920.94,0.8323612968254034
669,ID,Elmore,211,26018,810.98,858.36,0.01%,16039,"Elmore, ID",3074.74,8.461853685189643
670,ID,Franklin,96,13406,716.1,659.55,0.00%,16041,"Franklin, ID",663.65,20.200406840955324
671,ID,Fremont,104,12943,803.52,703.31,0.00%,16043,"Fremont, ID",1863.53,6.945420787430307
672,ID,Gem,213,17184,1239.53,834.49,0.01%,16045,"Gem, ID",560.9,30.636477090390446
673,ID,Gooding,154,15185,1014.16,845.83,0.01%,16047,"Gooding, ID",728.97,20.830761211023773
674,ID,Idaho,193,16156,1194.6,723.89,0.01%,16049,"Idaho, ID",8477.35,1.905784236819289
675,ID,Jefferson,174,27839,625.02,713.33,0.01%,16051,"Jefferson, ID",1093.5,25.458619112940102
676,ID,Jerome,190,22994,826.3,911.89,0.01%,16053,"Jerome, ID",597.19,38.50365880205629
677,ID,Kootenai,1387,154311,898.83,718.7,0.05%,16055,"Kootenai, ID",1244.13,124.0312507535386
678,ID,Latah,242,39196,617.41,650.66,0.01%,16057,"Latah, ID",1076.0,36.427509293680295
679,ID,Lemhi,89,7723,1152.4,676.81,0.00%,16059,"Lemhi, ID",4563.39,1.6923821983218614
680,ID,Lewis,44,3853,1141.97,612.93,0.00%,16061,"Lewis, ID",478.8,8.047201336675021
681,ID,Lincoln,32,5271,607.1,625.87,0.00%,16063,"Lincoln, ID",1201.41,4.38734486977801
682,ID,Madison,113,39048,289.39,562.03,0.00%,16065,"Madison, ID",469.21,83.2207327209565
683,ID,Minidoka,153,20616,742.14,618.01,0.01%,16067,"Minidoka, ID",757.59,27.212608402962022
684,ID,Nez Perce,513,40369,1270.78,829.37,0.02%,16069,"Nez Perce, ID",848.09,47.59990095390819
685,ID,Oneida,33,4343,759.84,530.98,0.00%,16071,"Oneida, ID",1200.06,3.6189857173807978
686,ID,Owyhee,96,11389,842.92,752.71,0.00%,16073,"Owyhee, ID",7665.51,1.4857458929673302
687,ID,Payette,199,23026,864.24,733.67,0.01%,16075,"Payette, ID",406.87,56.593014967925875
688,ID,Power,70,7654,914.55,931.84,0.00%,16077,"Power, ID",1404.24,5.4506352190508744
689,ID,Shoshone,190,12452,1525.86,1000.69,0.01%,16079,"Shoshone, ID",2629.67,4.735194910387995
690,ID,Teton,46,10960,419.71,633.52,0.00%,16081,"Teton, ID",449.46,24.384817336359188
691,ID,Twin Falls,765,83514,916.01,816.39,0.03%,16083,"Twin Falls, ID",1921.21,43.46948017135035
692,ID,Valley,86,10496,819.36,613.29,0.00%,16085,"Valley, ID",3664.52,2.8642223265257116
693,ID,Washington,105,10172,1032.25,611.89,0.00%,16087,"Washington, ID",1452.98,7.000784594419744
694,IL,Adams,773,66578,1161.04,749.35,0.03%,17001,"Adams, IL",855.2,77.85079513564078
695,IL,Alexander,101,6478,1559.12,1085.9,0.00%,17003,"Alexander, IL",235.51,27.506263003694112
696,IL,Bond,183,16824,1087.73,809.5,0.01%,17005,"Bond, IL",380.28,44.24108551593563
697,IL,Boone,408,53503,762.57,703.81,0.01%,17007,"Boone, IL",280.72,190.5920490168139
698,IL,Brown,58,6762,857.73,784.55,0.00%,17009,"Brown, IL",305.61,22.126239324629427
699,IL,Bureau,447,33359,1339.97,825.17,0.02%,17011,"Bureau, IL",869.03,38.3864768765175
700,IL,Calhoun,50,4894,1021.66,560.52,0.00%,17013,"Calhoun, IL",253.83,19.2806208879959
701,IL,Carroll,177,14539,1217.42,706.33,0.01%,17015,"Carroll, IL",444.81,32.68586587531755
702,IL,Cass,159,12676,1254.34,955.24,0.01%,17017,"Cass, IL",375.82,33.72891277739343
703,IL,Champaign,1311,208419,629.02,659.85,0.05%,17019,"Champaign, IL",996.27,209.19931343912796
704,IL,Christian,415,33309,1245.91,840.88,0.02%,17021,"Christian, IL",709.38,46.95508754123319
705,IL,Clark,179,15938,1123.1,771.57,0.01%,17023,"Clark, IL",501.42,31.785728530972037
706,IL,Clay,181,13300,1360.9,888.84,0.01%,17025,"Clay, IL",468.32,28.399385035872907
707,IL,Clinton,342,37729,906.46,685.01,0.01%,17027,"Clinton, IL",474.09,79.58193591934021
708,IL,Coles,524,52343,1001.09,806.62,0.02%,17029,"Coles, IL",508.29,102.9786145704224
709,IL,Cook,40899,5203499,785.99,719.33,1.49%,17031,"Cook, IL",945.33,5504.425967651508
710,IL,Crawford,254,19308,1315.52,881.59,0.01%,17033,"Crawford, IL",443.63,43.52275544936096
711,IL,Cumberland,109,10858,1003.87,732.3,0.00%,17035,"Cumberland, IL",346.02,31.37968903531588
712,IL,De Witt,189,16226,1164.8,840.8,0.01%,17039,"De Witt, IL",397.51,40.81909889059395
713,IL,Dekalb,700,104528,669.68,703,0.03%,17037,"DeKalb, IL",631.31,165.5731732429393
714,IL,Douglas,181,19630,922.06,689.86,0.01%,17041,"Douglas, IL",416.67,47.11162310701514
715,IL,Dupage,6329,929368,681,595.96,0.23%,17043,"DuPage, IL",327.5,2837.764885496183
716,IL,Edgar,227,17566,1292.27,822.75,0.01%,17045,"Edgar, IL",623.37,28.17909106950928
717,IL,Edwards,73,6523,1119.12,726.17,0.00%,17047,"Edwards, IL",222.42,29.327398615232443
718,IL,Effingham,303,34386,881.17,645.65,0.01%,17049,"Effingham, IL",478.78,71.82004260829609
719,IL,Fayette,223,21789,1023.45,767.4,0.01%,17051,"Fayette, IL",716.48,30.411176864671727
720,IL,Ford,209,13575,1539.59,934.58,0.01%,17053,"Ford, IL",485.62,27.953955767884352
721,IL,Franklin,518,39156,1322.91,932.14,0.02%,17055,"Franklin, IL",408.89,95.76169629973832
722,IL,Fulton,479,35536,1347.93,894.62,0.02%,17057,"Fulton, IL",865.6,41.05360443622921
723,IL,Gallatin,70,5212,1343.05,935.35,0.00%,17059,"Gallatin, IL",323.07,16.13272665366639
724,IL,Greene,190,13093,1451.16,997.59,0.01%,17061,"Greene, IL",543.02,24.11145077529373
725,IL,Grundy,396,50437,785.14,762.42,0.01%,17063,"Grundy, IL",418.04,120.65113386278824
726,IL,Hamilton,98,8061,1215.73,782.3,0.00%,17065,"Hamilton, IL",434.67,18.545103181724066
727,IL,Hancock,220,18508,1188.68,684.34,0.01%,17067,"Hancock, IL",793.73,23.31775288826175
728,IL,Hardin,74,4024,1838.97,1163.94,0.00%,17069,"Hardin, IL",177.53,22.666591561989524
729,IL,Henderson,86,6869,1252,732.21,0.00%,17071,"Henderson, IL",378.87,18.13022936627339
730,IL,Henry,561,49280,1138.39,777.23,0.02%,17073,"Henry, IL",822.99,59.87922088968274
731,IL,Iroquois,406,28334,1432.91,923.74,0.01%,17075,"Iroquois, IL",1117.32,25.358894497547706
732,IL,Jackson,450,58870,764.4,718.16,0.02%,17077,"Jackson, IL",584.08,100.79098753595397
733,IL,Jasper,113,9536,1184.98,802.8,0.00%,17079,"Jasper, IL",494.51,19.28373541485511
734,IL,Jefferson,407,38460,1058.24,791.58,0.01%,17081,"Jefferson, IL",571.17,67.33546929985819
735,IL,Jersey,272,22025,1234.96,868.51,0.01%,17083,"Jersey, IL",369.27,59.644704416822385
736,IL,Jo Daviess,258,21770,1185.12,681.7,0.01%,17085,"Jo Daviess, IL",601.09,36.2175381390474
737,IL,Johnson,121,12902,937.84,703.41,0.00%,17087,"Johnson, IL",343.92,37.51453826471272
738,IL,Kane,3165,531715,595.24,610.31,0.12%,17089,"Kane, IL",520.06,1022.4108756681923
739,IL,Kankakee,1180,110008,1072.65,878.78,0.04%,17091,"Kankakee, IL",676.56,162.59903038902686
740,IL,Kendall,560,124695,449.1,599.56,0.02%,17093,"Kendall, IL",320.34,389.2582880689268
741,IL,Knox,681,50938,1336.92,873.38,0.02%,17095,"Knox, IL",716.4,71.10273590173088
742,IL,Lake,4503,703047,640.5,612.07,0.16%,17097,"Lake, IL",443.67,1584.616945026709
743,IL,Lasalle,1296,110642,1171.35,804.86,0.05%,17099,"LaSalle, IL",1135.12,97.47163295510607
744,IL,Lawrence,213,16377,1300.6,955.72,0.01%,17101,"Lawrence, IL",372.18,44.002901821699176
745,IL,Lee,366,34251,1068.58,760.91,0.01%,17103,"Lee, IL",724.9,47.24927576217409
746,IL,Livingston,430,36526,1177.24,831.41,0.02%,17105,"Livingston, IL",1044.29,34.9768742399142
747,IL,Logan,363,29527,1229.38,885.04,0.01%,17107,"Logan, IL",618.06,47.77367893084814
748,IL,Macon,1215,106550,1140.31,799.92,0.04%,17115,"Macon, IL",580.69,183.4886083796862
749,IL,Macoupin,604,45908,1315.67,903.88,0.02%,17117,"Macoupin, IL",862.91,53.20137673685553
750,IL,Madison,2772,265759,1043.05,825.52,0.10%,17119,"Madison, IL",715.58,371.3896419687526
751,IL,Marion,538,38140,1410.59,989.9,0.02%,17121,"Marion, IL",572.36,66.63638269620519
752,IL,Marshall,156,11939,1306.64,776.63,0.01%,17123,"Marshall, IL",386.79,30.866878668011065
753,IL,Mason,184,13507,1362.26,851.55,0.01%,17125,"Mason, IL",539.24,25.04821600771456
754,IL,Massac,215,14658,1466.78,970.19,0.01%,17127,"Massac, IL",237.22,61.79074277042408
755,IL,Mcdonough,320,30996,1032.39,821.07,0.01%,17109,"McDonough, IL",589.41,52.58818140174073
756,IL,Mchenry,2066,307004,672.96,676.39,0.08%,17111,"McHenry, IL",603.17,508.98420014258005
757,IL,Mclean,1134,172418,657.7,659.95,0.04%,17113,"McLean, IL",1183.38,145.69960621271272
758,IL,Menard,129,12516,1030.68,719.22,0.00%,17129,"Menard, IL",314.44,39.80409617097062
759,IL,Mercer,189,15730,1201.53,730.82,0.01%,17131,"Mercer, IL",561.2,28.029223093371346
760,IL,Monroe,257,34068,754.37,552.1,0.01%,17133,"Monroe, IL",385.01,88.48601335030258
761,IL,Montgomery,368,28952,1271.07,830.48,0.01%,17135,"Montgomery, IL",703.69,41.143116997541526
762,IL,Morgan,388,34277,1131.95,764.46,0.01%,17137,"Morgan, IL",568.79,60.263014469312054
763,IL,Moultrie,194,14827,1308.42,840.12,0.01%,17139,"Moultrie, IL",335.94,44.13585759361791
764,IL,Ogle,501,51273,977.12,728.23,0.02%,17141,"Ogle, IL",758.57,67.59165271497686
765,IL,Peoria,1842,185006,995.64,820.81,0.07%,17143,"Peoria, IL",619.21,298.77747452399024
